001.070._		M	001	070	_	2	1	2	1	bu4	no	N			ascending-bird	AB	AB							
001.070._		M	001	070	_	3	1	3	1	bu4	no	N			rising-bird	RB	RB							
																								
002.001._		O	002	001	_	1	1	1	1	chuan3	small-stream	SS	noun	2.1	small-stream	SS	SS		S					
002.002._		O	002	002	_	1	1	1	1	kuai4	two-small-streams	DSS	noun	2.1**2	small-stream**2	SS**2	DSS							
002.003._		M	002	003	_	1	1	1	1	chuan1	river	R	noun	2.1*2.2	small-stream*small-stream**2	SS*DSS	TSS							
002.003.a		V	002	003	a	1	1	1	1	n/a	Bent-river	BR	noun	 ::( 135.0.a ):>2.3	::bend:>river	::B:>R	ABOR	River-is-bent	RIB					
002.003.a		V	002	003	a	2	1	1	2	n/a	Bent-river	BR	noun	 ::( 135.0.a ):>2.3	::bend:>river	::B:>R	ABOR	bend-in-River	BIR					
002.003.a		V	002	003	a	3	1	2	1	n/a	Bent-river	BR	noun	135.0.a ( 2.3 )	Bend( river )	B( R )	BOR	River-is-bent	RIB					
002.003.a		V	002	003	a	4	1	2	2	n/a	Bent-river	BR	noun	135.0.a ( 2.3 )	Bend( river )	B( R )	BOR	bend-in-River	BIR					
002.003.b		V	002	003	b	1	1	1	1	n/a	Hair-to-bent-river	HTBR	noun	( 90.0.a )->( ::( 135.0.a ):>2.3 )	hair->( ::bend:>river )	H->( ::B:>R )	HYABOR	Hair-as-river-is-bent	HARIB		143.2, 148.2	2		
002.003.b		V	002	003	b	2	1	2	2	n/a	Hair-to-bent-river	HTBR	noun	( 90.0 )->( ::( 135.0.a ):>2.3 )	fur->( ::bend:>river )	F->( ::B:>R )	FYABOR	Fur-yield-bend-in-river	FYBIR		143.2, 148.2	2	"M: ""sounds like 'fiber"""""	
002.021._		M	002	021	_	1	1	1	1	shui3	water	W	noun	2.1**3	small-stream**3	SS**3	TSS							
002.021.a		O	002	021	a	1	1	1	1	shui3	side-water	SW	noun	alt(2.21)	alt(water)	alt(W)	WA	water	W					
002.021.a		O	002	021	a	2	1	2	2	shui3	side-water	SW	noun	At-side(2.21)	At-side(water)	AS(W)	ASW	Water-at-side	WAS					
002.021.a		O	002	021	a	3	1	3	2	shui3	side-water	SW	noun	At-side(2.21)	At-side(water)	W |<-	ASW	Water-at-side	WAS					
002.021.b		O	002	021	b	1	1	1	1	unk	Water-in-valley	WIV	noun	alt(2.21)	alt(water)	alt(W)	WA	water	W		68.106	1		
002.021.c		O	002	021	c	1	1	1	1	unk	Water-in-ravine	WIR	noun	alt(2.21)	alt(water)	alt(W)	WA	water	W		68.118	1		
																								
003.000.b		V,A	003	000	b	1	1	1	1	n/a	fall	F	verb	3.0.b	"abstract( ""falling motion"" )"	A( FM )	AFM							
003.000.c		V,A	003	000	c	1	1	1	1	n/a	left	L	adverb	3.0.c	"abstract( ""left direction"" )"	A( LD )	ALD							
003.000.d		V,A	003	000	d	1	1	1	1	n/a	right	R	adverb	3.0.d	"abstract( ""right direction"" )"	A( RD )	ARD							
003.001._		O	003	001	_	1	1	1	1	pie3	Falling-left	FL	verb	3.1	"{""Falling-line""}"	FL	FL	Fall-is-left	FIL					
003.001._		O	003	001	_	2	1	1	2	pie3	Falling-left	FL	verb	3.1	"{""Falling-line""}"	FL	FL	fall	F					
003.001._		O	003	001	_	3	1	2	1	pie3	Falling-left	FL	verb	::( 3.0.b ):( 3.0.c )	::fall:left	::F:L	AFIL	Fall-is-left	FIL					
003.001.a		O	003	001	a	1	1	1	1	unk	Falling-right	FR	verb	rev( 3.1)	rev( falling-left )	R(FL)	RFL	Fall-is-right	FIR					
003.001.a		O	003	001	a	2	2	2	1	unk	Descend-yield-right	DYR	verb	rev( 3.1)	rev( falling-left )	R(FL)	ROFL	Fall-is-right	FIR					
003.001.b		O	003	001	b	1	1	1	1	unk	descend-yield-right-is-barbed	DYRIB	verb	Dis( 3.1.a )	dis( Falling-right )	R( FR )	ROFR	Fall-is-right-barbed	FIRB		181.1	1		
003.002._		M	003	002	_	1	1	1	1	yi4	mow	M	verb	3.2	mow	M	M							
003.002._		M	003	002	_	2	1	2	1	yi4	mow	M	verb	3.1 + 3.0.a	Falling-left + rev( falling-left)	FL + RFL	FLIRFL							
003.002._		M	003	002	_	3	1	3	1	yi4	mow	M	verb	3.1 + 3.0.a	Falling-left + falling-right	FL + FR	FLIFR							
003.022._		A	003	022	_	1	1	1	1	wang3	net	N	noun	24.1 {}/ 3.2^2	Cover {}/ mow^2	C [}/ M^2	CEOMUT					14		
003.022.a		M	003	022	a	1	1	1	1	wang3	net	N	noun	3.22->114.1.0	net->eye	N->E	NYE	Net-at-top	NAT			11		
																								
004.000._		V,A	004	000	_	1	1	1	1	unk	strip	S	noun	4.0	"abstract( ""strip"" )"	S	S				115.1	1		
004.000.g		V,A	004	000	g	1	1	1	1	unk	string	S	noun	4.0.g	"abstract( ""string"" )"	S	S				4.1.g	1		
004.001._		O	004	001	_	1	1	1	1	gen3	post	P	noun	4.1	post	P	P							
004.001.a		O	004	001	a	1	1	1	1	unk	pen	P	noun	4.1	post	P	P				14.14			
004.001.b		O	004	001	b	1	1	1	1	unk	object	O	noun	4.1	post	O	O							
004.001.c		O	004	001	c	1	1	1	1	unk	line	L	noun	4.1	post	L	L							
004.001.d		O	004	001	d	1	1	1	1	unk	stick	S	noun	4.1	post	S	S				14.14			
004.001.e		O	004	001	e	1	1	1	1	unk	Tap-root	TR	noun	4.1	"{""Tap-root""}"	TR	TR	root	R		70.76	1		
004.001.f		O	004	001	f	1	1	1	1	unk	Post-hook	PH	noun	Alt( 4.1 )	alt( post )	A( P )	AP				153.1	1		
004.001.g		O	004	001	g	1	1	1	1	unk	string	S	noun	4.1	post	P	P				157.1	1		
004.001.g		O	004	001	g	2	2	2	1	unk	String-to-post	STP	noun	4.0.g->4.1	string->post	S->P	SYP				157.1	1		
																								
005.000._		V,A	005	000	_	1	1	1	1	n/a	hook	H	noun	5.0	"abstract( ""hook"" ) "	A( H )	AH				5.1	1		
005.000.a		V,A	005	000	a	1	1	1	1	n/a	barb	B	noun	5.0.a	"abstract( ""barb"" ) "	A( B )	AB				5.1, 181.1	2		
005.001._		O	005	001	_	1	1	1	1	jue1	hook	H	noun	{ 5.0 }	( Hook }	{ H }	H	Post-is-barbed	PIB		181.1	1		
005.001._		O	005	001	_	2	1	2	1	jue1	hook	H	noun	4.1:<.5.0.a	post:<.barb	P:<.B	PIB	Post-is-barbed	PIB		181.1	1		
																								
006.001._		O	006	001	_	1	1	1	1	zhu3	flame	F	noun		flame	F	F							
006.001.a		V	006	001	a	1	1	1	1	unk	lamp	L	noun		lamp	L	L							
006.002._			006	002	_	1	1	1	1	zhu3	owner	O	noun	6.1 / 6.1.a	Flame / lamp	F/L	FOL							
006.002._			006	002	_	2	2	1	1	zhu3	flame-on-lamp	FOL	noun	6.1 / 6.1.a	Flame / lamp	F/L	FOL							
																								
007.001._		O	007	001	_	1	1	1	1	y14	drag	D	verb	7.1	drag	D	D							
007.001.a		V	007	001	a	1	1	1	1	n/a	right-drag	RD	verb	reverse( 7.1)	reverse( drag )	R( D )	ROD	reverse-drag	RD		28.1	1		
007.001.b		V	007	001	b	1	1	1	1	n/a	shackles	S	noun	Flip( 7.1 )	flip( drag )	F( D )	FOD	Flip-drag	FD		10.105	1		
																								
008.001._		O	008	001	_	1	1	1	1	yan4	swallow	S	noun	8.1	swallow	S	S				55.9, 55.12	1		
008.001.a		O	008	001	a	1	1	1	1	yan4	swallow	S	noun	Alt( 8.1 )	Alt( swallow ) 	A( S )	AOS	L-hook	LH		55.9, 55.12	1		
008.002._			008	002	_	1	1	1	1	wa1	hole	H	noun		roof/divide/swallow	R/D/S	RODOS							
008.002._			008	002	_	2	1	2	1	wa1	hole	H	noun	63.2/8.1	cave/swallow	C/S	COS							
																								
009.000.a		V,A	009	000	a	1	1	1	1	n/a	fragile	F	adjective	9.0.a	"abstract( ""fragile"" )"	A( F )	AF				124,19	1		
009.001._			009	001	_	1	1	1	1	yi3	sprout-effort	SE	noun		sprout-effort	SE	SE							
009.001._			009	001	_	2	2	1	1	yi3	second heavenly stem	HS2	noun		sprout-effort	SE	SE							
009.001.a		O	009	001	a	1	1	1	1	yi3	sprout-effort-alt	SEA	noun	alt(9.1)	alt( sprout-effort)	A( SE )	SE'A				14.4			
009.001.a		O	009	001	a	2	2	2	1	yi3	alt-sprout-effort	ASE	noun	alt(9.1)	alt( sprout-effort)	A( SE )	A'SE				14.4			
009.001.b		O	009	001	b	1	1	1	1	yi3	Alt-sprout-effort	ASE	noun	alt(9.1)	alt( sprout-effort)	A( SE )	A'SE				40.4			
009.001.c		O	009	001	c	1	1	1	1	yi3	Alt-sprout-effort	ASE	noun	alt(9.1)	alt( sprout-effort)	A( SE )	A'SE				89.4			
009.001.d		O	009	001	d	1	1	1	1	unk	Droopy-sprout-effort	DSE	noun	173.0.b->9.1.a	droopy->alt( sprout-effort)	D->A( SE )	DYASE	Droopy-yield-sprout-effort	DYSE		137.26			
009.002._			009	002	_	1	1	1	1	ya4	crush	C	verb	158.1*9.1	vehicle * sprout-effort	V * SE	VA'SE							
009.003._			009	003	_	1	1	1	1	zha2	wood-tablet	WT	noun	77.1*9.1	( tree:->wood ) * sprout-effort	( T:->W ) * SE	TYWA'SE							
009.005._			009	005	_	1	1	1	1	zha1	prick	P	verb	89.1*9.1	side-hand * sprout-effort	SH*SE	SHA'SE							
																								
010.000._		V,A	010	000	_	1	1	1	1	n/a	person	P	noun	10.0	abstract( person )	A( P )	AP				11.1	1		
010.000.a		V,A	010	000	a	1	1	1	1	n/a	hobble	H	verb	10.0.a	abstract( hobble )	A( H )	AH				10.105	1		
010.000.b		V,A	010	000	b	1	1	1	1	n/a	limp	L	verb	10.0.b	abstract( limp )	A( L )	AL				10.105	1		
010.001._		M	010	001	_	1	1	1	1	ren2	person	P	noun	10.1	person	P	P							
010.001.a		O	010	001	a	1	1	1	1	ren2	side-man	SM	noun	Side(10.1)	side( person )	S( P )	SP	Person-at-side	PAS		70.36			
010.001.a		O	010	001	a	2	2	2	1	ren2	Side-person	SP	noun	At-Side(10.1)	At-side( person )	AS( P )	ASP	Person-at-side	PAS		70.36			
010.001.a		O	010	001	a	3	2	2	1	ren2	Side-person	SP	noun	At-Side(10.1)	At-side( person )	AS( P )	PAS	Person-at-side	PAS		70.36			
010.001.a		O	010	001	a	4	2	1	1	ren2	Side-person	SP	noun	Side(10.1)	side( person )	S( P )	SP	Person-at-side	PAS		70.36			
010.001.b		O	010	001	b	1	1	1	1	unk	breath	B	noun	10.1.b	breath	B	B							
010.001.c	76.24	O	010	001	c	1	1	1	1	ren2	person-alt	PA	noun	alt(10.1)	alt(person)	alt(P)	PA				13.6	1		
010.001.d	18.1, 76.24	O	010	001	d	1	1	1	1	ren2	top-person	TP	noun	alt(10.1)	alt(person)	alt(P)	PA	top-man	TM		13.6, 33.16, 66.3	2		
010.001.d	18.1, 76.24	O	010	001	d	2	2	2	1	ren2	Person-at-top	PAT	noun	At-top(10.1)	At-top( person)	AT(P)	PAT	top-man	TM		13.6, 33.16, 66.3	2		
010.001.e		O	010	001	e	1	1	1	1	ren2	open-person	OP	noun	alt(10.1)	alt(person)	alt(P)	PA				23.56	1		
010.001.f		O	010	001	f	1	1	1	1	ren2	person-alt	PA	noun	alt(10.1)	alt(person)	alt(P)	PA				69.39?	1		
010.001.g		O	010	001	g	1	1	1	1	ren2	Person-to-post	PTP	noun	10.1->4.1	person->post	P->P	PTOP				65.13	1		
010.001.g		O	010	001	g	2	1	2	1	ren2	Person-to-post	PTP	noun	10.1->4.1	person->post	P->P	PYP				65.13	1		
010.001.h		O	010	001	h	1	1	1	1	ren2	Person-alt	PA	noun	alt(10.1)	alt(person)	alt(P)	PA				75.1	1		
010.002._			010	002	_	1	1	1	1	ren2	benevolence	B	noun	10.1.a*1.2	Side-person * two	SP*T	SPAT							
010.003._			010	003	_	1	1	1	1	qian1	thousand	T		10.1.a+3.1	side-man + 10	SM+T	SMIT							
010.003._			010	003	_	2	1	2	1	qian1	thousand	T		10.1.a+3.1	Side-person + 10	SP+T	SPIT							
010.003._			010	003	_	3	1	3	1	qian1	thousand	T		10.1.a /+ 3.1	Side-person /+ 10	SP /+ T	SPOIT							
010.007._		O	010	007	_	1	1	1	1	cong2	follow	F	verb	10.1*10.1	Person * person	P * P	PAP	Double-person	DB		39.14, 50.16, 51.27, 118.2, 168.2	7		
010.007._		O	010	007	_	2	1	2	1	cong2	follow	F	verb	10.1^2	Person^2	P^2	DP	Double-person	DB		39.14, 50.16, 51.27, 118.2, 168.2	7		
010.007._		O	010	007	_	3	1	3	2	cong2	follow	F	verb	10.1^2	Person^2	P^2	PUT	Person-up-two	PUT		39.14, 50.16, 51.27, 118.2, 168.2	7		
010.024._	10.60, 10.105		010	024	_	1	1	1	1	jiu3	long-time	LT		10.1+7.1.a	person + right-drag	P+ RD 	PIRD							
010.024._			010	024	_	2	2	1	1	jiu3	long-hobble	LH		10.1+7.1.a	person + right-drag	P+ RD 	PIRD							
010.029._			010	029	_	1	1	1	1	zhong4	crowd	C		10.1**3	person **3	P**3	TP							
010.029._			010	029	_	2	2	1	1	zhong4	threes-a-crowd	TAC		10.1**3	person **3	P**3	TP							
010.031._		M	010	031	_	1	1	1	1	qian4	yawn	Y		10b.1/10.1	breath/person	B/P	BOP						"M:""looks like open mouth"""	
010.050._		M	010	050	_	1	1	1	1	ji4	swallow	S		Inv( 10.31 )	inv( yawn )	I( Y )	IOY	Inverse-yawn	IY		83.4			
010.050.a		A	010	050	a	1	1	1	1	unk	Swallow-like	SL		Like( 10.50 )	like( swallow )	L( S )	LOS				83.4			
010.060._	10.24, 10.105, 14.89		010	060	_	1	1	1	1	zhi3	pursue	P		10.1 + 7.1.a	person + right-drag	P+RD	PARD							only see on top
010.060.a	10.24, 10.105, 14.89		010	060	a	1	1	1	1	zhi3	pursue-alt	PA		dis( 10.60)	distort( pursue)	D( P )	DOP				28.5			only see on top
010.105._	10.24, 10.60, 14.89		010	105	_	1	1	1	1	sui1	hobble	H		10.1 + 7.1.a	person + right-drag	P + RD	PIRD				179.4	1		only see on bottom
010.105._	10.24, 10.60, 14.89		010	105	_	2	1	2	1	sui1	hobble	H		10.0.a | 10.0.b	Hobble | limp	H | L	HOL				179.4	1		only see on bottom
010.105._	10.24, 10.60, 14.89		010	105	_	3	1	3	1	sui1	hobble	H		10.1 /+ 7..b	Person /+ shackles	P /+ S	POIS				179.4	1		only see on bottom
010.106._			010	106	_	1	1	1	1	hai4	twelfth-earthly-branch	EB12		1.43/9.1/10.1**2	up/sprout-effort/person**2	U/SE/P**2	UOSEOPUT							
010.106._			010	106	_	2	1	2	1	hai4	twelfth-earthly-branch	EB12		1.43/9.1/10.7	up/sprout-effort/follow	U/SE/F	UOSEOF							
																								
011.000._		V,A	011	000	_	1	1	1	1	n/a	legs	L		11.0	abstract( legs )	A( L )	AL				11.1	1		
011.000.a		V,A	011	000	a	1	1	1	1	n/a	leg	L		11.0.a	abstract( leg )	A( L )	AL				152.1	1		
011.001._		M	011	001	_	1	1	1	1	ren2	legs	L		11.1	"{""human legs""}"	L	L							
011.001._		M	011	001	_	2	1	2	1	ren2	legs	L		10.0:->11.0	( person:->legs )	( P:->L )	PYL							
011.002._		M	011	002	_	1	1	1	1	xiong1	elder-brother	EB		68.1/11.1	mouth/legs	M/L	MOL							
011.002._		M	011	002	_	2	1	2	1	xiong1	elder-brother	EB		68.1/11.1	opening/legs	O/L	OOL							
011.013._		M	011	013	_	1	1	1	1	yuan2	primary	P		1.43/11.1	up/legs	U/L	UOL							
011.013._		M	011	013	_	2	2	1	1	yuan2	head	H		1.43/11.1	up/legs	U/L	UOL							
011.013._		A	011	013	_	3	1	2	1	yuan2	primary	P		1.2/11.1	two/legs	T/L	TOL							
011.013._		A	011	013	_	4	2	2	1	yuan2	head	H		1.2/11.1	two/legs	T/L	TOL							
011.023._		M	011	023	_	1	1	1	1	mao4	face?	F?		76.2.a / 11.1	head-to-white/legs	HTOW/L	HTOWOL		WOL					
011.023._		M	011	023	_	2	1	2	1	mao4	face?	F?		76.2.a / 11.1	head-to-white/legs	HYW/L	HYWOL		WOL					
011.027._		M	011	027	_	1	1	1	1	yun3	approve	A		58.3/11.1	half-open-snake/legs	HOS/L	HOSOL							
011.035._	38.1, 46.1	A	011	035	_	1	1	1	1	wu4	table	T	noun	1a.1/11.1	one/legs	O/L	OOL	Pi-Table	PT				pi-table?	
011.035._	38.1, 46.1	A	011	035	_	2	1	2	1	wu4	table	T	noun	1a.1/11.1	dash/legs	D/L	DOL	Pi-Table	PT				pi-table?	
011.036._		M	011	036	_	1	1	1	1	xian1	first	F	adjective	66.56/11.1	dot-z-sprout/legs	DZS/L	DZSOL							
011.041._		O	011	041	_	1	1	1	1	guang1	bright	B		82.1a/11.1	fire/legs	F/L	FOL							define alt-fire
																								
012.001._		O	012	001	_	1	1	1	1	bi3	spin	S		spin(10.1)	spin(person)	spin(P)=P^-1?	SP							
012.001._		O	012	001	_	2	2	1	1	bi3	spinner	S		spin(10.1)	spin(person)	spin(P)=P^-1?	SP							
012.001._		O	012	001	_	3	3	2	1	bi3	spin-or-spoon	SOS		inv(10.1)| 12a.1	inv(person)|spoon	I( P )|S	IPOS							
012.001._		O	012	001	_	4	4	3	1	bi3	turned-around-person	TAP		inv(10.1)	inv(person)	I( P )	IP							
012.001._		O	012	001	_	5	4	4	1	bi3	turned-around-person	TAP		rev(10.1)	rev(person)	R( P )	ROP	Reverse-of-person	ROP		164.1.a	1		
012.001.a		O	012	001	a	1	1	1	1	unk	spoon	S		12.1.a	"{""spoon""}"	S	S							
012.001.b		O	012	001	b	1	1	1	1	bi3	spinner-alt	SA		alt( 12.1)	alt( spinner)	A(S)	AS				33.5			
012.001.c		O	012	001	c	1	1	1	1	unk	dagger	D		12.1.c	"{""dagger""}"	D	D				132.11	1		
012.002._		M	012	002	_	1	1	1	1	bi3	compare	C		12.1**2	spin**2	S**2	DS							
012.002._		M	012	002	_	2	1	2	1	bi3	compare	C		inv(10.1)**2	inv(person)**2	inv(P)**2	DIP							
012.022._		M	012	022	_	1	1	1	1	ni2	nun	N		40.1/12.1	recliner/spin	R/S	ROS							
012.022._		M	012	022	_	2	1	2	1	ni2	nun	N		40.1/12.1	recliner/turned-around-person	R/TAP	ROTAP							
012.026._		M	012	026	_	1	1	1	1	qing3	incline	I		12.1*148.12	turned-around-person * (head->page)	TAP*(H->P)	TAPHTOP							
012.026._		M	012	026	_	2	1	2	1	qing3	incline	I		12.1*148.12	spin * (head->page)	S*(H->P)	SHTOP							
012.029._		O	012	029	_	1	1	1	1	zhi3	tasty	T		12.1.a /68.57	spoon / sweet	S/S	SOS						"""sauce"""	
012.029._		M	012	029	_	2	1	2	1	zhi3	tasty	T		12.1.a /76.1	spoon / say	S/S	SOS							
012.033._		M	012	033	_	1	1	1	1	chang4	wine-vessel	WV		138.1 / 20.1.a / 12.1	rice/pit/spoon	R/P/S	ROPOS					2		
012.033._		M	012	033	_	2	1	2	1	chang4	wine-vessel	WV		( 20.1.a {}\ 138.1 )/ 1 2.1 	( pit {}\ rice ) / spoon  	( P {}\ R )/S	PEURIS					2		
012.033._		M	012	033	_	3	1	3	1	chang4	wine-vessel	WV		( 138.1 /}{ 20.1.a)/ 1 2.1 	( rice /}{ pit ) / spoon  	( R /}{ P )/S	RIOPOS					2		
012.037.a		V	012	037	a	1	1	1	1	unk	Rice-pot	RP	noun	141.0.a :[] 138.0.a	pot :[] Rice	P :[] R	PER	Pot-of-rice	POR		12.37	1		
012.037.a		V	012	037	a	2	1	2	1	unk	Rice-pot	RP	noun	138.0.a :][ 141.0.a	Rice :][ pot	R :][ P	RIP	Pot-of-rice	POR		12.37	1		
012.037._	12.44, 12.61	O	012	037	_	1	1	1	1	xiang1	rice-pot-spoon	RPS	noun	( 138.0.a :][ 141.0.a ) / 12.1	( Rice :][ pot ) / spoon	( R :][ P ) / S	RIPOS	Pot-of-rice-and-spoon	PORAS		10.51, 12.67, 12.74, 33.11, 33.14	5		
012.037._	12.44, 12.61	O	012	037	_	2	2	1	1	bi1	rice-pot-spoon	RPS	noun	( 138.0.a :][ 141.0.a ) / 12.1	( Rice :][ pot ) / spoon	( R :][ P ) / S	RIPOS	Pot-of-rice-and-spoon	PORAS		10.51, 12.67, 12.74, 33.11, 33.14	5		
012.037._	12.44, 12.61	O	012	037	_	3	1	2	1	xiang1	rice-pot-spoon	RPS	noun	( 141.0.a :[] 138.0.a ) / 12.1	( pot :[] Rice  ) / spoon	( P :[] R ) / S	PEROS	Pot-of-rice-and-spoon	PORAS		10.51, 12.67, 12.74, 33.11, 33.14	5		
012.037._	12.44, 12.61	O	012	037	_	4	2	2	1	bi1	rice-pot-spoon	RPS	noun	( 141.0.a :[] 138.0.a ) / 12.1	( pot :[] Rice  ) / spoon	( P :[] R ) / S	PEROS	Pot-of-rice-and-spoon	PORAS		10.51, 12.67, 12.74, 33.11, 33.14	5		
012.037._	12.44, 12.61	O	012	037	_	5	1	3	1	xiang1	rice-pot-spoon	RPS	noun	12.37.a / 12.1	Rice-pot / spoon	RP / S	RPOS	Pot-of-rice-and-spoon	PORAS		10.51, 12.67, 12.74, 33.11, 33.14	5		
012.037._	12.44, 12.61	O	012	037	_	6	2	3	1	bi1	rice-pot-spoon	RPS	noun	12.37.a / 12.1	Rice-pot / spoon	RP / S	RPOS	Pot-of-rice-and-spoon	PORAS		10.51, 12.67, 12.74, 33.11, 33.14	5		
012.037._	12.44, 12.61	O	012	037	_	7	1	4	1	xiang1	rice-pot-spoon	RPS	noun	12.37.a / 12.1	Pot-of-rice / spoon	POR / S	POROS	Pot-of-rice-and-spoon	PORAS		10.51, 12.67, 12.74, 33.11, 33.14	5		
012.037._	12.44, 12.61	O	012	037	_	8	2	4	1	bi1	rice-pot-spoon	RPS	noun	12.37.a / 12.1	Pot-of-rice / spoon	POR / S	POROS	Pot-of-rice-and-spoon	PORAS		10.51, 12.67, 12.74, 33.11, 33.14	5		
012.037._	12.44, 12.61	A	012	037	_	9	1	5	2	xiang1	rice-pot-spoon	RPS	noun	76.1 / 12.1	Sun / spoon	S / S	SOS	Sun-over-spoon	SOS		10.51, 12.67, 12.74, 33.11, 33.14	5		
012.037._	12.44, 12.61	A	012	037	_	10	2	5	2	bi1	rice-pot-spoon	RPS	noun	76.1 / 12.1	Sun / spoon	S / S	SOS	Sun-over-spoon	SOS		10.51, 12.67, 12.74, 33.11, 33.14	5		
012.038._		M	012	038	_	1	1	1	1	bei3	back-to-back	BTB		10.1*12.1	Person * turned-around-person	P * TAP	PATAP							
012.038._		M	012	038	_	2	2	2	1	bei3	north	N		10.1*12.1	Person * spinner	P * S	PAS							
012.038._		M	012	038	_	3	1	3	1	bei3	back-to-back	BTB	adjective	Opposed( 12.1 )	Opposed( turned-around-person )	O( TAP )	O'OTAP	Opposed-spinners	OS					
012.038._		M	012	038	_	4	1	4	1	bei3	back-to-back	BTB	adjective	Opposed( 12.1 )	Opposed( spinner )	O( S )	O'OS	Opposed-spinners	OS					
012.038._		M	012	038	_	5	1	3	2	bei3	back-to-back	BTB	adjective	Opposed( 12.1 )	Opposed( turned-around-person )	O( TAP )	O'OTAP	Book-ends	BE					
012.038._		M	012	038	_	6	1	4	2	bei3	back-to-back	BTB	adjective	Opposed( 12.1 )	Opposed( spinner )	O( S )	O'OS	Book-ends	BE					
012.038._		M	012	038	_	7	1	5	2	bei3	back-to-back	BTB	adjective	Opposed( 12.1 )	Opposed( reverse( person ))	O( R( P ))	O'OROP	Book-ends	BE					
